Date,AsianPaints Open,AsianPaints High,AsianPaints Low,AsianPaints Close,AsianPaints Volume,DMART Open,DMART High,DMART Low,DMART Close,DMART Volume,,DROP DOWN,,,,,,,,,,,,,,,,,,,,,,Date,AsianPaints High,DMART Low
2024-05-02,2847.548556,2959.36656,2847.548556,2946.887207,2493406,4609.95,4642.450195,4578,4605.05,256067,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2959.36656,4578
2024-05-03,2954.46409,2968.280362,2881.371252,2901.674805,1594445,4626.95,4627,4545.049805,4612.35,436785,,,,,,,,,,,,,,,,,,,,,,,,2024-05-03,2968.280362,4545.049805
2024-05-06,2921.730802,2930.644557,2883.302565,2904.051758,768806,4620.00,4739.899902,4576,4600.60,643041,,,,,,,,,,,,,,,,,,,,,,,,2024-05-06,2930.644557,4576
2024-05-07,2918.759389,2939.50858,2876.171451,2885.085205,629534,4619.95,4698,4581,4660.45,431030,,,,,,,,,,,,,,,,,,,,,,,,2024-05-07,2939.50858,4581
2024-05-08,2872.209829,2877.161914,2793.966871,2816.053223,1652877,4674.80,4863.799805,4670,4806.75,829723,,,,,,,,,,,,,,,,,,,,,,,,2024-05-08,2877.161914,4670
2024-05-09,2800.899725,2826.601002,2677.889962,2684.129639,3547959,4806.75,4895.600098,4730,4798.65,618014,,,,,,,,,,,,,,,,,,,,,,,,2024-05-09,2826.601002,4730
2024-05-10,2673.135962,2765.839107,2644.513003,2744.693604,2478584,4798.65,4852,4735.850098,4796.80,290601,,,,,,,,,,,,,,,,,,,,,,,,2024-05-10,2765.839107,4735.850098
2024-05-13,2744.693635,2867.257762,2727.708077,2851.658691,2748823,4799.95,4809,4667,4693.70,190782,,,,,,,,,,,,,,,,,,,,,,,,2024-05-13,2867.257762,4667
2024-05-14,2851.411039,2860.324794,2814.765604,2838.684082,999330,4739.00,4755,4550.350098,4597.05,376741,,,,,,,,,,,,,,,,,,,,,,,,2024-05-14,2860.324794,4550.350098
2024-05-15,2838.68415,2846.706626,2779.259118,2786.736816,1230520,4614.95,4680,4597.100098,4652.45,298259,,,,,,,,,,,,,,,,,,,,,,,,2024-05-15,2846.706626,4597.100098
2024-05-16,2794.016416,2810.407869,2759.847024,2787.083496,1534319,4674.30,4699,4660.049805,4671.25,519285,,,,,,,,,,,,,,,,,,,,,,,,2024-05-16,2810.407869,4660.049805
2024-05-17,2787.628299,2811.001999,2759.401409,2782.973145,1325150,4680.00,4710,4665.049805,4682.90,203113,,,,,,,,,,,,,,,,,,,,,,,,2024-05-17,2811.001999,4665.049805
2024-05-21,2788.02428,2839.476403,2774.15844,2824.47168,921822,4670.00,4737.450195,4605.450195,4705.90,179171,,,,,,,,,,,,,,,,,,,,,,,,2024-05-21,2839.476403,4605.450195
2024-05-22,2824.47182,2867.257795,2809.417527,2858.096436,933846,4763.15,4924.200195,4737.149902,4798.80,716981,,,,,,,,,,,,,,,,,,,,,,,,2024-05-22,2867.257795,4737.149902
2024-05-23,2857.353506,2893.256128,2849.727343,2875.923828,1181894,4794.50,4812,4755.799805,4793.55,151025,,,,,,,,,,,,,,,,,,,,,,,,2024-05-23,2893.256128,4755.799805
2024-05-24,2882.312146,2882.312146,2839.526171,2847.201904,755822,4797.90,4841.399902,4674.100098,4684.50,307316,,,,,,,,,,,,,,,,,,,,,,,,2024-05-24,2882.312146,4674.100098
2024-05-27,2860.225754,2870.526238,2828.185902,2844.775391,817091,4651.55,4669,4508,4537.35,392853,,,,,,,,,,,,,,,,,,,,,,,,2024-05-27,2870.526238,4508
2024-05-28,2848.291387,2893.008627,2836.554847,2883.30249,1084544,4551.90,4588.850098,4440.200195,4474.45,224693,,,,,,,,,,,,,,,,,,,,,,,,2024-05-28,2893.008627,4440.200195
2024-05-29,2868.248264,2893.701938,2853.491144,2872.358398,1758297,4474.00,4564.850098,4435.100098,4476.85,234524,,,,,,,,,,,,,,,,,,,,,,,,2024-05-29,2893.701938,4435.100098
2024-05-30,2847.696941,2882.955889,2847.449337,2856.065918,1344426,4475.90,4497.25,4410,4444.95,141706,,,,,,,,,,,,,,,,,,,,,,,,2024-05-30,2882.955889,4410
2024-05-31,2856.065887,2878.152237,2828.23531,2853.589844,2520363,4440.00,4450,4250.399902,4302.15,866438,,,,,,,,,,,,,,,,,,,,,,,,2024-05-31,2878.152237,4250.399902
2024-06-03,2921.730603,2921.730603,2832.642628,2838.981201,952701,4392.95,4400,4301,4349.35,279797,,,,,,,,,,,,,,,,,,,,,,,,2024-06-03,2921.730603,4301
2024-06-04,2852.401546,2869.238639,2749.150553,2830.265625,2683847,4399.00,4590,4355.649902,4548.75,1093378,,,,,,,,,,,,,,,,,,,,,,,,2024-06-04,2869.238639,4355.649902
2024-06-05,2837.050091,2998.29006,2837.050091,2933.368164,2410576,4590.00,4900,4562.200195,4862.25,1495770,,,,,,,,,,,,,,,,,,,,,,,,2024-06-05,2998.29006,4562.200195
2024-06-06,2931.634847,2933.368077,2854.629911,2876.963867,1689408,4861.95,4861.950195,4675.25,4687.05,664303,,,,,,,,,,,,,,,,,,,,,,,,2024-06-06,2933.368077,4675.25
2024-06-07,2876.963831,2914.896857,2861.166725,2899.644287,1600180,4700.00,4806.350098,4690.75,4747.25,352969,,,,,,,,,,,,,,,,,,,,,,,,2024-06-07,2914.896857,4690.75
2024-06-10,2899.941614,2923.612488,2887.06619,2909.400146,876867,4769.05,4812,4688,4778.40,276907,,,,,,,,,,,,,,,,,,,,,,,,2024-06-10,2923.612488,4688
2024-06-11,2915,2920.350098,2895,2902.449951,855430,4800.00,4829.899902,4676,4701.45,266806,,,,,,,,,,,,,,,,,,,,,,,,2024-06-11,2920.350098,4676
2024-06-12,2909,2918,2865.649902,2905.800049,1701770,4710.05,4740,4645,4666.75,555091,,,,,,,,,,,,,,,,,,,,,,,,2024-06-12,2918,4645
2024-06-13,2929,2929,2905,2910,726380,4697.25,4739.950195,4640.049805,4656.65,238268,,,,,,,,,,,,,,,,,,,,,,,,2024-06-13,2929,4640.049805
2024-06-14,2910,2931.350098,2905.100098,2921.600098,982815,4692.00,4759.950195,4671.049805,4739.95,258982,,,,,,,,,,,,,,,,,,,,,,,,2024-06-14,2931.350098,4671.049805
2024-06-18,2921.600098,2928,2905,2918.5,741098,4739.95,5080,4734.799805,5039.30,2054168,,,,,,,,,,,,,,,,,,,,,,,,2024-06-18,2928,4734.799805
2024-06-19,2918,2920,2882.649902,2891.699951,1018294,5079.00,5219,4901.350098,4933.90,1438750,,,,,,,,,,,,,,,,,,,,,,,,2024-06-19,2920,4901.350098
2024-06-20,2885,2924.5,2872.399902,2915.5,1129752,4947.45,5022.5,4832.200195,4861.70,577843,,,,,,,,,,,,,,,,,,,,,,,,2024-06-20,2924.5,4832.200195
2024-06-21,2925,2928,2880.100098,2890.850098,1722379,4928.00,5082.950195,4763,4804.85,726519,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,2928,4763
2024-06-24,2883,2899.949951,2871.399902,2896.050049,892125,4792.00,4875,4765.850098,4833.70,356824,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2899.949951,4765.850098
2024-06-25,2876,2894.949951,2856,2858.449951,1217792,4850.00,4905,4755,4783.35,376890,,,,,,,,,,,,,,,,,,,,,,,,2024-06-25,2894.949951,4755
2024-06-26,2860.199951,2873.850098,2844.050049,2863.350098,960622,4775.00,4823.950195,4690,4801.00,546313,,,,,,,,,,,,,,,,,,,,,,,,2024-06-26,2873.850098,4690
2024-06-27,2860.75,2903,2845,2880.850098,1628022,4819.95,4960,4738,4900.10,503719,,,,,,,,,,,,,,,,,,,,,,,,2024-06-27,2903,4738
2024-06-28,2865,2932,2862.199951,2917.050049,1206712,4900.00,4921.950195,4680,4716.75,685009,,,,,,,,,,,,,,,,,,,,,,,,2024-06-28,2932,4680
2024-07-01,2889.300049,2939,2888,2927.800049,1104110,4725.10,4754.450195,4612.5,4735.90,642169,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01,2939,4612.5
2024-07-02,2927.800049,2936,2912,2925.600098,1064295,4759.10,4825.25,4719.549805,4773.85,360009,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02,2936,4719.549805
2024-07-03,2929.699951,2948.949951,2916,2925.550049,925189,4760.00,4810.899902,4700.700195,4792.90,799111,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03,2948.949951,4700.700195
2024-07-04,2940,2968.449951,2923,2934.899902,968666,4785.10,4825,4725,4768.10,317759,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04,2968.449951,4725
2024-07-05,2937.149902,2946.899902,2913.100098,2935.899902,817429,4768.85,4871,4742.799805,4853.10,359691,,,,,,,,,,,,,,,,,,,,,,,,2024-07-05,2946.899902,4742.799805
2024-07-08,2935.899902,2935.899902,2890.699951,2898.149902,828260,4860.00,4935.200195,4820,4851.55,706765,,,,,,,,,,,,,,,,,,,,,,,,2024-07-08,2935.899902,4820
2024-07-09,2908.949951,2913.199951,2890,2905,685431,4853.10,4893.950195,4780,4806.35,421547,,,,,,,,,,,,,,,,,,,,,,,,2024-07-09,2913.199951,4780
2024-07-10,2900.050049,3014.5,2894.350098,2996.449951,2299950,4825.00,4894.350098,4731.100098,4834.45,284146,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10,3014.5,4731.100098
2024-07-11,2999,3030,2973,3022.050049,1968980,4853.90,4969,4832.25,4898.90,568246,,,,,,,,,,,,,,,,,,,,,,,,2024-07-11,3030,4832.25
2024-07-12,3025,3052,2970.899902,2999.149902,1879930,4939.90,5016.950195,4909,4943.65,598090,,,,,,,,,,,,,,,,,,,,,,,,2024-07-12,3052,4909
2024-07-15,2999,2999,2932.550049,2956.5,2425341,5126.45,5164,4943.649902,4988.85,1405587,,,,,,,,,,,,,,,,,,,,,,,,2024-07-15,2999,4943.649902
2024-07-16,2959,3015.949951,2941.5,2974.449951,2085611,5000.00,5104,4979,5039.85,1062769,,,,,,,,,,,,,,,,,,,,,,,,2024-07-16,3015.949951,4979
2024-07-18,2875,2957.899902,2842,2931.550049,5384611,5039.85,5096.950195,5028,5083.45,837644,,,,,,,,,,,,,,,,,,,,,,,,2024-07-18,2957.899902,5028
2024-07-19,2925,2980,2917.25,2946.050049,2164746,5062.10,5078.5,4955,5010.70,444963,,,,,,,,,,,,,,,,,,,,,,,,2024-07-19,2980,4955
2024-07-22,2937,2973.350098,2917.149902,2934.300049,1616347,4955.00,5031.950195,4922.75,5012.85,559762,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22,2973.350098,4922.75
2024-07-23,2934.300049,2947.300049,2886,2897.100098,1906312,5013.00,5095.450195,4925.100098,5065.25,431809,,,,,,,,,,,,,,,,,,,,,,,,2024-07-23,2947.300049,4925.100098
2024-07-24,2901,2927,2886.199951,2912.800049,1476148,5100.00,5205,5082.649902,5158.45,630155,,,,,,,,,,,,,,,,,,,,,,,,2024-07-24,2927,5082.649902
2024-07-25,2892.050049,2908.699951,2885.25,2901.399902,1239922,5148.00,5184.899902,5058.100098,5171.35,393012,,,,,,,,,,,,,,,,,,,,,,,,2024-07-25,2908.699951,5058.100098
2024-07-26,2902.199951,2964.449951,2900.699951,2950.149902,1359780,5199.00,5199,5040,5071.60,234445,,,,,,,,,,,,,,,,,,,,,,,,2024-07-26,2964.449951,5040
2024-07-29,2953.050049,2965.100098,2936,2954.699951,854408,5144.00,5144,5041.799805,5112.85,206613,,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,2965.100098,5041.799805
2024-07-30,2973.5,3032.800049,2970,3005.050049,2144591,5140.00,5175.549805,5000.100098,5027.20,299951,,,,,,,,,,,,,,,,,,,,,,,,2024-07-30,3032.800049,5000.100098
2024-07-31,3005.050049,3098,3005.050049,3084.449951,3549501,5040.00,5068.899902,4910.200195,4935.95,912329,,,,,,,,,,,,,,,,,,,,,,,,2024-07-31,3098,4910.200195
2024-08-01,3088,3128.949951,3062.800049,3099.350098,1675122,4949.00,5008,4883,4993.80,202176,,,,,,,,,,,,,,,,,,,,,,,,2024-08-01,3128.949951,4883
2024-08-02,3070,3129.050049,3060,3106.699951,1348780,4950.00,5029.75,4890.149902,4909.70,486355,,,,,,,,,,,,,,,,,,,,,,,,2024-08-02,3129.050049,4890.149902
2024-08-05,3069.949951,3145,3055.300049,3093.399902,2019141,4861.50,5010,4801,4817.45,715443,,,,,,,,,,,,,,,,,,,,,,,,2024-08-05,3145,4801
2024-08-06,3101.699951,3135,3086.050049,3101.75,885743,4818.15,5045.25,4818.149902,4909.90,798720,,,,,,,,,,,,,,,,,,,,,,,,2024-08-06,3135,4818.149902
2024-08-07,3101.75,3118.5,3060.050049,3101.449951,1907105,4960.00,5063.549805,4954.450195,5018.50,322153,,,,,,,,,,,,,,,,,,,,,,,,2024-08-07,3118.5,4954.450195
2024-08-08,3080,3089.699951,2990.399902,3005.399902,1280109,5049.95,5063.899902,4942,4980.10,348300,,,,,,,,,,,,,,,,,,,,,,,,2024-08-08,3089.699951,4942
2024-08-09,3039,3052.75,2966,3040.600098,1665414,5033.00,5063.799805,4971.350098,4989.95,102057,,,,,,,,,,,,,,,,,,,,,,,,2024-08-09,3052.75,4971.350098
2024-08-12,3020,3084,3003.699951,3053.199951,1736881,4999.00,5025,4960.549805,5013.80,167412,,,,,,,,,,,,,,,,,,,,,,,,2024-08-12,3084,4960.549805
2024-08-13,3054.899902,3059.800049,3013,3023.550049,502260,5039.95,5048,4905.5,4929.50,138438,,,,,,,,,,,,,,,,,,,,,,,,2024-08-13,3059.800049,4905.5
2024-08-14,3034.800049,3034.800049,2994.050049,3025.850098,454671,4950.00,5020,4913.299805,4960.30,282580,,,,,,,,,,,,,,,,,,,,,,,,2024-08-14,3034.800049,4913.299805
2024-08-16,3054,3054,3003,3048.149902,514229,4995.00,5025,4902.700195,5021.30,193826,,,,,,,,,,,,,,,,,,,,,,,,2024-08-16,3054,4902.700195
2024-08-19,3053.949951,3087.850098,3038.350098,3076.300049,542858,5040.00,5048,4982.049805,5002.70,171799,,,,,,,,,,,,,,,,,,,,,,,,2024-08-19,3087.850098,4982.049805
2024-08-20,3096,3106.350098,3078,3103.199951,668282,5008.00,5095.950195,4987.700195,5079.20,320092,,,,,,,,,,,,,,,,,,,,,,,,2024-08-20,3106.350098,4987.700195
2024-08-21,3101,3170.600098,3084.050049,3151.550049,1186536,5095.00,5164,5051.850098,5099.45,796491,,,,,,,,,,,,,,,,,,,,,,,,2024-08-21,3170.600098,5051.850098
2024-08-22,3167,3198.649902,3156.050049,3186.600098,1540888,5145.00,5145,5021.149902,5057.85,353198,,,,,,,,,,,,,,,,,,,,,,,,2024-08-22,3198.649902,5021.149902
2024-08-23,3190,3198.600098,3148.75,3154.649902,779284,5045.00,5088.799805,4880,4901.50,802974,,,,,,,,,,,,,,,,,,,,,,,,2024-08-23,3198.600098,4880
2024-08-26,3155,3177.449951,3141.5,3171.350098,472874,4903.00,4978.75,4900.100098,4959.40,475103,,,,,,,,,,,,,,,,,,,,,,,,2024-08-26,3177.449951,4900.100098
2024-08-27,3154,3203.649902,3150,3166.199951,1003501,5010.00,5010,4925.649902,4958.55,144910,,,,,,,,,,,,,,,,,,,,,,,,2024-08-27,3203.649902,4925.649902
2024-08-28,3152.949951,3165.5,3118.800049,3125.5,538366,4995.50,4995.5,4905,4964.85,504521,,,,,,,,,,,,,,,,,,,,,,,,2024-08-28,3165.5,4905
2024-08-29,3125.5,3143.949951,3092.699951,3115.850098,849866,4991.50,5155.549805,4980.649902,5008.80,939641,,,,,,,,,,,,,,,,,,,,,,,,2024-08-29,3143.949951,4980.649902
2024-08-30,3130.050049,3166.75,3110.699951,3126.800049,1567031,5020.00,5042,4900,4927.45,564035,,,,,,,,,,,,,,,,,,,,,,,,2024-08-30,3166.75,4900
2024-09-02,3148,3184,3139.600098,3150.949951,702358,4977.00,5023.950195,4951,4999.85,290596,,,,,,,,,,,,,,,,,,,,,,,,2024-09-02,3184,4951
2024-09-03,3164.949951,3174.550049,3147.5,3154.850098,577471,5029.00,5039.799805,4965,4980.60,222027,,,,,,,,,,,,,,,,,,,,,,,,2024-09-03,3174.550049,4965
2024-09-04,3155.5,3252,3155.5,3231.649902,2379110,4974.00,5109,4960.350098,5100.90,319841,,,,,,,,,,,,,,,,,,,,,,,,2024-09-04,3252,4960.350098
2024-09-05,3240,3257,3217,3238.25,1482119,5084.10,5361.149902,5077.100098,5308.15,1323435,,,,,,,,,,,,,,,,,,,,,,,,2024-09-05,3257,5077.100098
2024-09-06,3238,3285.899902,3225.350098,3273.699951,2131256,5293.00,5354.549805,5202,5303.45,721164,,,,,,,,,,,,,,,,,,,,,,,,2024-09-06,3285.899902,5202
2024-09-09,3273.699951,3314,3258,3280.75,1272289,5303.45,5395,5216.049805,5361.40,594876,,,,,,,,,,,,,,,,,,,,,,,,2024-09-09,3314,5216.049805
2024-09-10,3290,3310,3270.899902,3295.050049,928920,5361.40,5422.450195,5315,5344.40,400985,,,,,,,,,,,,,,,,,,,,,,,,2024-09-10,3310,5315
2024-09-11,3315,3382.949951,3315,3367.449951,2561892,5357.90,5449,5279.100098,5299.10,461780,,,,,,,,,,,,,,,,,,,,,,,,2024-09-11,3382.949951,5279.100098
2024-09-12,3370,3393,3340.300049,3383.25,1643536,5330.00,5376.049805,5216.899902,5238.55,380591,,,,,,,,,,,,,,,,,,,,,,,,2024-09-12,3393,5216.899902
2024-09-13,3355.550049,3369.699951,3320.899902,3358.050049,1029400,5250.90,5255.850098,5155,5187.05,395545,,,,,,,,,,,,,,,,,,,,,,,,2024-09-13,3369.699951,5155
2024-09-16,3360,3394.899902,3330.600098,3335.800049,1019280,5188.05,5260,5176.149902,5204.80,198479,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16,3394.899902,5176.149902
2024-09-17,3335.800049,3349.899902,3301.800049,3312.800049,586834,5227.00,5254,5200.100098,5219.85,155984,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,3349.899902,5200.100098
2024-09-18,3312.800049,3324.850098,3251.550049,3274.649902,410510,5225.00,5289,5219.899902,5265.20,201983,,,,,,,,,,,,,,,,,,,,,,,,2024-09-18,3324.850098,5219.899902
2024-09-19,3294,3320,3275,3293.850098,963456,5295.00,5443.950195,5180,5342.50,392198,,,,,,,,,,,,,,,,,,,,,,,,2024-09-19,3320,5180
2024-09-20,3304,3324.800049,3266.050049,3306.949951,1504277,5360.00,5417.950195,5225.100098,5320.55,598428,,,,,,,,,,,,,,,,,,,,,,,,2024-09-20,3324.800049,5225.100098
2024-09-23,3316.949951,3324.899902,3273.199951,3277.449951,522775,5355.15,5363,5260.25,5297.45,179528,,,,,,,,,,,,,,,,,,,,,,,,2024-09-23,3324.899902,5260.25
2024-09-24,3277.449951,3297.75,3241.100098,3248.399902,1057933,5304.95,5484.850098,5231.149902,5391.45,672936,,,,,,,,,,,,,,,,,,,,,,,,2024-09-24,3297.75,5231.149902
2024-09-25,3252,3252,3206.75,3244.75,740636,5400.00,5417.5,5232,5265.50,529354,,,,,,,,,,,,,,,,,,,,,,,,2024-09-25,3252,5232
2024-09-26,3250,3285.850098,3227.100098,3277.050049,951080,5313.45,5313.450195,5164,5198.05,372440,,,,,,,,,,,,,,,,,,,,,,,,2024-09-26,3285.850098,5164
2024-09-27,3290.949951,3337.949951,3277.050049,3310.75,1315996,5224.60,5226,5090,5102.30,566687,,,,,,,,,,,,,,,,,,,,,,,,2024-09-27,3337.949951,5090
2024-09-30,3310.75,3358,3305.149902,3329.100098,1088162,5102.30,5215,5080,5096.30,437174,,,,,,,,,,,,,,,,,,,,,,,,2024-09-30,3358,5080
2024-10-01,3317,3328.949951,3244.050049,3277.350098,968660,5095.00,5138,4936.100098,4954.35,562718,,,,,,,,,,,,,,,,,,,,,,,,2024-10-01,3328.949951,4936.100098
2024-10-03,3192.300049,3225.899902,3126.5,3149.300049,1741363,4924.55,5015,4881,4942.60,615247,,,,,,,,,,,,,,,,,,,,,,,,2024-10-03,3225.899902,4881
2024-10-04,3135,3156.75,3054.550049,3072.5,1551524,4875.00,4875,4696.100098,4737.55,2983507,,,,,,,,,,,,,,,,,,,,,,,,2024-10-04,3156.75,4696.100098
